applicationType,categoryLabels,categoryName,categoryNames,companyName,componentCode,componentId,componentName,createId,createTime,cycle,dataFrequency,dataProductClassification,description,downDate,downPerson,id,identificationStatus,keyword,logo,merchantId,saleType,serviceType,status,upPerson,updateId,updateTime
1,"[""医疗健康""]",科技创新,"[""科技创新"",""医疗健康""]",北京传世博润科技有限公司,JSDE.04.11.717196,1759123137684,医疗医药全景流通数字地图,174980239018855,1759123137000,,2,1,《医疗医药全景流通数字地图》是北京传世博润科技有限公司完全自研的医药行业算法数据产品。它包含终端服务能力象限数据、市场画像聚合数据和商品流通画像数据三大数据种类，可实现终端服务人员、渠道和终端市场、目标商品三者的资源有效匹配，满足药企对终端的高效覆盖。,,,4703,0,医药供应链 数字化解决方案 药企 医院,,174530743796709,,3,55,,0,1766737074000
1,"[""医疗健康""]",科技创新,"[""科技创新"",""医疗健康""]",北京传世博润科技有限公司,JSDE.04.11.920729,1759123284348,肝癌专科疾病患者队列数据集,174980239018855,1759123284000,,2,1,“肝癌专科疾病患者队列数据集”是北京传世博润科技有限公司通过自身客户网络和终端资源收集、生产出的病患随诊数据集，数据集包含了针对肝癌病患的患者信息、检查数据、诊断数据、疗效数据、数据管理信息，以此为基础为肝癌创新药械研发提供深度的数据支持与分析能力，提升医院的持续跟踪服务能力，为新的医疗技术研发提供数据研究支持。该数据集未来也可扩展至医药数字化营销、智能药物研发等场景。,,,4704,0,创新药械 肝癌 ,,174530743796709,,3,55,,0,1766737072000
1,[],医疗健康,"[""医疗健康""]",北京传世博润科技有限公司,JSDE.04.11.127865,1759123879899,消化性溃疡专科疾病患者队列数据,174980239018855,1759123879000,,2,1,“消化性溃疡专科疾病患者队列数 ”是北京传世博润科技有限公司通过自身客户网络和终端资源收集、生产出的病患随诊数据集，数据集包含了针对消化性溃疡专科疾病的患者信息、检查数据、诊断数据、疗效数据、数据管理信息，以此为基础为消化性溃疡专科疾病创新药械研发提供深度的数据支持与分析能力，提升医院的持续跟踪服务能力，为新的医疗技术研发提供数据研究支持。该数据集未来也可扩展至医药数字化营销、智能药物研发等场景。,,,4705,0,创新药械 消化性溃疡 患者,,174530743796709,,3,55,,0,1766737068000
1,[],医疗健康,"[""医疗健康""]",北京传世博润科技有限公司,JSPTZJ202506134604,1749803559981,数字化供应链管理信息技术服务,0,1749803443000,,8,99,搭建数字化流通服务平台建设与实施运营，以及通过供应链数字化产品进行业务运营,,,1505,0,医疗健康,,174530743796709,6,4,42,,0,1766737059000
1,[],其他,"[""其他""]",无锡迅牛知识产权代理事务所（普通合伙）,JSDE.02.11.655157,1766648657059,2020年-2024年有机染料领域有效发明专利分析数据集,175020940382076,1766648657000,,7,1,"(1)相关企业可以根据数据集看行业动态，得到发展方向和趋势;(2)相关企业可以通过分析竞争对手的有效发明专利数量、技术领域分布等,了解其技术优势和研发重点;(3)研究人员可以参考数据集了解当前有机染料领域的技术热点和空白点,从而确定新的研发方向;(4)政府部门可以通过分析有机染料领域的数据集,了解行业的发展现状和趋势，制定相应的产业政策，引导行业健康发展。",,,5687,0,有机染料,,175020940383526,,99,55,,0,1766736064000
1,"[""交通运输"", ""应急管理"", ""城市治理"", ""低空经济"", ""社会应用""]",工业制造,"[""工业制造"",""交通运输"",""应急管理"",""城市治理"",""低空经济"",""社会应用""]",江苏丰浩数字科技有限公司,JSDE.04.11.552660,1766105914116,施工人员安全帽佩戴智能检测服务,176422466635392,1766105914000,,8,3,该服务通过API封装、接口标准化等技术手段实现便捷调用，旨在为建筑工地、能源化工等复杂作业场景提供标准化的安监识别能力。,,,5555,0,安全生产,7ab34179c85882bfe317da5013d90edf,176422466638811,,1,55,,0,1766736026000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000071,1766476465519,老年常见疾病发病趋势分析,174555309329208,1766476198000,,5,4,评估老年常见疾病发病趋势分析，预警潜在危害,,,5664,0,"健康风险,医疗健康",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678405000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000073,1766476503529,饮食与疾病关联分析,174555309329208,1766476361000,,5,4,评估饮食与疾病关联分析，预警潜在危害,,,5666,0,"健康风险,医疗健康",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678405000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000070,1766476876354,儿童常见疾病发病趋势分析,174555309329208,1766476127000,,5,4,评估儿童常见疾病发病趋势分析，预警潜在危害,,,5662,0,"健康风险,医疗健康",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678405000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000089,1766471559266,医药器械注册与生产经营合规关联分析,174555309329208,1766471773000,,5,4,关联分析注册品种与生产经营企业合规匹配度，预警超范围经营、资质失效等风险,,,5651,0,医疗健康,7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678404000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000088,1766471728546,区域医药器械生产经营供需分析,174555309329208,1766471754000,,5,4,分析区域内医药器械生产经营企业分布、注册品种供给与需求缺口，辅助资源配置,,,5650,0,医疗健康,7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678404000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000085,1766473735326,医药企业合规信用等级分析,174555309329208,1766473232000,,7,4,医药企业合规信用等级分析,,,5652,0,"医药企业,合规信用,等级评定",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678404000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000079,1766473960062,重点病种康复周期影响因素分析,174555309329208,1766473518000,,5,4,拆解重点病种（如高血压、肺炎）的康复周期与治疗手段、用药类型、年龄层的关联，为缩短康复周期提供依据,,,5653,0,"病种康复,周期分析,影响因素",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678404000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000081,1766474054643,医疗器械经营备案信息合规查询,174555309329208,1766474542000,,7,4,医疗器械经营备案信息合规查询,,,5659,0,"医疗器械经营,备案查询,合规核验",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678404000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000092,1766474130554,医药企业行政违法处罚信息查询,174555309329208,1766474459000,,5,4,查询医药企业违法事实、处罚依据及结果，为监管核验、合作风险评估提供支持,,,5658,0,"医疗健康,健康风险",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678404000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000090,1766474349534,医药核心创新主体专利竞争力分析,174555309329208,1766474285000,,5,4,评估医药领域企业 / 机构专利布局、技术竞争力，为合作、研发方向选择提供依据,,,5655,0,"医疗管理,医疗健康",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678404000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000091,1766474883048,区域医药产业许可资质分布分析,174555309329208,1766474377000,,5,4,统计区域内医药生产经营企业资质分布、服务覆盖范围，为产业布局与监管规划提供数据支撑,,,5656,0,"健康风险,医疗健康",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678404000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000069,1766475544518,区域慢病发病统计分析,174555309329208,1766475163000,,5,4,评估区域慢病发病统计分析，预警潜在危害,,,5661,0,"健康风险,医疗健康",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678404000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000072,1766476391887,区域医疗资源分层级覆盖分析,174555309329208,1766476292000,,5,4,评估区域医疗资源分层级覆盖分析，预警潜在危害,,,5665,0,"健康风险,医疗健康",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678404000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000075,1766461416069,医疗机构科室诊疗负荷分析,174555309329208,1766461389000,,5,4,分析各科室日均诊疗量、危重病例占比、资源利用率，为医疗机构调整人力与设备配置提供依据。,,,5642,0,配置优化,7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678403000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000065,1766461470841,失信医药企业产品使用追溯查询,174555309329208,1766461454000,,5,4,失信药企产品全生命周期追溯。,,,5645,0,医疗诊断,7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678403000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000082,1766461573225,药品生产企业许可与品种关联分析,174555309329208,1766461614000,,7,4,药品生产企业许可与品种关联分析,,,5648,0,"药品生产,合规验证",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678403000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000066,1766461833612,特定病种诊疗流程查询,174555309329208,1766461432000,,5,4,按病种查询标准化诊疗流程、核心治疗项目及恢复期指导，为医疗机构规范服务、公众健康参考提供支持。,,,5644,0,诊疗流程,7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678403000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000076,1766461849053,季节性疾病与医疗资源匹配度分析,174555309329208,1766461369000,,5,4,分析季节性高发疾病与对应科室资源匹配缺口，预警资源紧张风险。,,,5641,0,季节性疾病,7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678403000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000086,1766461852735,区域医疗器械网络交易服务合规覆盖分析,174555309329208,1766461486000,,7,4,区域医疗器械网络交易服务合规覆盖分析,,,5646,0,"合规覆盖,区域分析,医疗器械",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678403000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000083,1766461937908,区域医药行业行政违法处罚趋势分析,174555309329208,1766461594000,,7,4,区域医药行业行政违法处罚趋势分析,,,5647,0,"区域医药行业,处罚趋势,分析预警",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678403000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000047,1766453398131,城市公共场所健康安全风险预警查询,174555309329208,1766453844000,,5,4,实时监测城市公共场所健康风险，预防传染病传播与群体性健康事件发生,,,5639,0,风险预警,7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678402000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000074,1766453948176,医药专利信息查询,174555309329208,1766453104000,,5,4,评估医药专利信息查询接口，预警潜在危害,,,5638,0,"健康风险,医疗健康",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678402000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000067,1766461049012,重点年龄层诊疗特征分析,174555309329208,1766461410000,,5,4,拆解不同年龄层的高发疾病、诊疗需求偏好、用药类别特征，辅助医疗机构优化针对性服务,,,5643,0,诊疗特征,7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678402000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000077,1766461376571,诊疗流转特征分析,174555309329208,1766461339000,,5,4,析不同层级/类型医疗机构间的流转趋势，流转病种特征，为分级诊疗体系优化提供支持,,,5640,0,"诊疗路径,患者流向,医疗流转",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766678402000
1,"[""就业创业"", ""社会应用""]",科技创新,"[""科技创新"",""就业创业"",""社会应用""]",江苏新华日报大数据有限公司,JSDE.00.11.271828,1766544630045,新华XR演播室资产数据集,176353216587839,1766544630000,,4,1,数据集为3D模型+音频+文本三模态，计划汇聚包含500套高保真场景（平均2GB/套）、2万条口播脚本（含时间码）。完成骨骼权重、材质标签、口型同步、灯光参数、摄像机路径等20余项工程级标注，整体数据规模约510TB。,,,5668,0,沉浸式新闻、数字图书馆,ec3b4c163b4e973a2296bfc8128dc16e,173760001935749,,4,55,,0,1766646544000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000103,1766634234509,重大工程项目健康影响评估查询服务,174555309329208,1766634172000,,5,4,构建重大工程项目健康影响评估体系，动态监测工程进展，为规划重大工程项目提供数据支撑。,,,5686,0,"健康城市,监测评估",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,57,,,1766634172000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000104,1766634710401,健康科技创新生态评估查询服务,174555309329208,1766634145000,,5,4,评估区域健康科技创新生态，识别发展短板，指导创新政策与资源配置优化。,,,5685,0,"科技创新,生态评估,产业发展",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,57,,,1766634145000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000012,1765532019256,医疗器械注册信息查询,174555309329208,1765532608000,,5,4,医疗器械注册状态适用范围核验,,,5458,0,器械注册,7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766581667000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000013,1765532687350,药品生产经营许可查询,174555309329208,1765532576000,,5,4,药品企业生产经营资质合规验证,,,5456,0,药品信息,7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766581648000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000019,1765760383017,泰州中医药特色服务资源地图查询,174555309329208,1765760337000,,7,4,基于中医诊疗机构、特色专科和中药资源分布，打造中医药特色服务导航平台，促进中医药文化传承与发展。,,,5469,0,"中医药服务,特色专科",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766581629000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000028,1765867079630,泰州医保服务网点导航,174555309329208,1765867525000,,7,4,医保服务网点智能导航查询,,,5491,0,"医保网点,服务导航,预约状态",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766581618000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000032,1765855539851,药品品种信息查询,174555309329208,1765855502000,,5,4,药品批准文号规格生产企业查询,,,5485,0,药品信息,7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766581604000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000033,1765855884315,三品一械广告监管,174555309329208,1765855552000,,5,4,三品一械广告合规性监测监管,,,5486,0,"广告监管,合规监测",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,17,,0,1766581588000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000102,1766569632940,健康旅游产业融合发展查询服务,174555309329208,1766569550000,,7,4,评估健康旅游资源与医疗服务匹配度，促进健康产业与旅游产业深度融合。,,,5683,0,健康旅游,7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,57,,,1766569550000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000101,1766568548910,健康消费环境质量评估服务,174555309329208,1766568675000,,7,4,评估健康消费环境质量，规范市场秩序，促进健康消费升级与质量提升。,,,5682,0,健康消费,7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,57,,,1766568675000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000100,1766568712677,老年友好型社区健康服务能力评估服务,174555309329208,1766568180000,,5,4,评估社区老年健康服务供给能力，指导适老化改造，提升老年友好社区建设,,,5681,0,老年友好评估,7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,57,,,1766568180000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000099,1766563894767,儿童友好型社区健康环境评估服务,174555309329208,1766563298000,,5,4,评估社区儿童成长环境健康质量，指导儿童友好型社区规划与建设工作。,,,5679,0,环境评估,7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,57,,,1766563298000
1,[],低空经济,"[""低空经济""]",江苏长江汇科技有限公司,JSDE.00.11.359304,1764905305634,长江航运低空智慧物流运营数据集,176293589792459,1764905305000,,5,1,本数据集源于“汇闪送”平台在长江中下游水域常态化商业运营所产生的真实、闭环数据。独家融合无人机实时飞行轨迹、船舶AIS动态、订单履约全链路、微气象环境及绿色效能等多维数据，为内河航运物流效率优化、低空空域精细化管理、供应链碳足迹核算及产业政策制定提供高价值、场景化的数据洞察与决策支持。,,,5285,0,低空物流、无人机配送、AIS轨迹,06d1cf316caa142ed9957083d25c8801,176336393771879,,3,55,,176293589792459,1766563033000
1,[],商贸流通,"[""商贸流通""]",淘金合创电子商务江苏有限公司,JSDE.06.11.585600,1766467803345,家纺行业电商数据分析服务,175807082768732,1766467803000,,4,4,"本服务聚焦 “家纺之都” 南通，深度挖掘当地超 5 万家电商企业核心数据价值。依托南通家纺完整产业链与 2400 亿年交易额基础，整合线上销售、消费者行为、产品趋势等多维度数据，覆盖套件、被芯等全品类。
提供市场占有率、爆款特征、细分品类趋势预测等核心分析，助力企业洞察消费趋势，应对电商同质化竞争，为产品研发、库存优化、精准营销提供数据支撑，赋能南通家纺企业把握增长机遇，实现数字化转型。",,,5649,0,家纺、床上用品、数据分析、数据监测,d05fe10734fcf9977c2364c22d25d20d,175807082771147,,99,55,,0,1766559085000
1,"[""应急管理"", ""城市治理""]",工业制造,"[""工业制造"",""应急管理"",""城市治理""]",苏州市吴江区大数据有限公司,JSDE.05.11.220154,1754270319969,AI+安全生产预警应用,174980242864302,1754270164000,,8,3,“AI+安全生产预警应用”是为贯彻落实安全生产“六化”建设工作，构建全面、精准、高效的安全生产监管体系而量身定制的“智慧大脑”。应用立足各监管部门与企业需求，整合企业信息、视频监控、AI算法模型及预警数据，打破信息壁垒，实现安全生产告警信息的高效汇总与实时推送。,,,3980,0,安全生产、城市治理,,174980161115211,,99,55,,0,1766559072000
1,"[""文化旅游""]",社会应用,"[""社会应用"",""文化旅游""]",江苏新华日报大数据有限公司,JSPTZJ202512230002,1766476160298,新华多语言外宣平行句对数据集,176353216587839,1766476160000,,2,1,数据集为纯文本，计划汇聚共600万句对，覆盖中英日韩德阿6个语种。每条句对包含原文、译文、领域标签（政治、经济、文化等）、专有名词对齐、风格标签（正式/口语）及置信度评分。压缩后数据规模约1TB，支持按语种、领域、风格快速抽样。,,,5663,0,外宣稿件自动生成,ec3b4c163b4e973a2296bfc8128dc16e,173760001935749,,4,55,,0,1766559052000
1,"[""社会应用""]",文化旅游,"[""文化旅游"",""社会应用""]",江苏新华日报大数据有限公司,JSPTZJ202512230003,1766481519567,新华视觉江苏数据集,176353216587839,1766481519000,,3,1,数据集计划汇聚图像、视频、VR等模态，共1.2万小时视频数据、460万张图像，整体数据规模约50TB；提取300万张关键帧、GPS轨迹、同期声，并标注场景类别（城市、乡村、生态、交通等）及目标跟踪框。,,,5667,0,数据视频、AR城市漫游,ec3b4c163b4e973a2296bfc8128dc16e,173760001935749,,4,55,,0,1766559043000
1,"[""低空经济"", ""社会应用""]",交通运输,"[""交通运输"",""低空经济"",""社会应用""]",南京市测绘勘察研究院股份有限公司,JSDE.00.11.768451,1766369202812,道路GNSS信号分布数据集,175022735588460,1766369202000,,8,1,通过公司车辆在南京市主城六区道路行驶过程中，采集各时段GPS、北斗、GLONASS卫星可见数及精度因子（DOP）数据，形成覆盖南京市道路区域的定位信号强度与精度空间数据库。该数据可用户商识别信号遮挡严重区域（如高架桥下、密集建筑区），优化导航系统路径规划。典型用户包括智慧城市平台运营商、自动驾驶算法开发团队及位置服务（LBS）提供商。,,,5628,0,南京市，GNSS信号，定位精度,62477f51e81aeece528aab17ef912ea0,175022735589944,,3,55,,0,1766559033000
1,[],社会应用,"[""社会应用""]",江苏新华日报大数据有限公司,JSPTZJ202512230001,1766474404445,新华·舆情即时反馈数据集,176353216587839,1766474404000,,2,1,数据集为纯文本模态，计划积累10亿条评论，日增300万条。单条平均30字，附带用户ID、发布时间、平台、点赞、转发、情感极性、实体、谣言标签、立场等10余项结构化字段。压缩后文本数据规模约8TB，索引与向量缓存另占2TB。,,,5657,0,危机预警、话题发现,ec3b4c163b4e973a2296bfc8128dc16e,173760001935749,,4,55,,0,1766559021000
1,[],城市治理,"[""城市治理""]",眉山市东坡环境投资集团有限公司,JSDE.01.11.858499,1766547114753,东坡环投水质监测数据集,176187589682296,1766547114000,,2,1,该数据集来源于眉山智慧水务平台，涵盖日进出水量、进出水水质等结构化数据，支持水质监测、科研研究、应急管理等多场景应用，数据质量符合行业标准，具备高应用价值。,,,5676,0,水质监测、水量监测、水质分析,5591340761ddb96728c0106fbda006e1,176187782265505,,3,55,,0,1766559012000
1,[],现代农业,"[""现代农业""]",江苏阜农生态农业科技有限公司,JSPTZJ202512240002,1766556215431,阜宁县农副产品线上销售渠道分析优化数据产品,176637743949924,1766556215000,,8,1,该数据产品聚焦阜宁县代表性线上农副产品，通过对销售渠道、产品包装、用户评价、物流效率、退货率等多维指标进行采集与建模，输出销售趋势画像和供应链优化建议，助力本地供应商与政府精准提升电商竞争力和产业组织能力,,,5677,0,线上销售,379662db93e88776711b9ee7f554f274,176637743953370,,3,55,,0,1766558999000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000068,1766547010903,区域病种发病趋势分析,174555309329208,1766547027000,,5,4,分析区域内各类疾病的发病率、月度 / 季节趋势、人群年龄层分布特征，为卫健部门制定防控政策提供数据支撑,,,5675,0,区域病种,7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,57,,,1766547027000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000098,1766546782053,食品安全风险智能监测预警查询服务,174555309329208,1766546851000,,5,4,食品安全风险智能监测预警查询接口是一项基于多源数据融合与智能分析的食品安全风险监测服务,,,5674,0,"食品安全监测,风险预警,智能分析",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,57,,,1766546851000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000097,1766546286144,全民健身设施空间布局优化查询服务,174555309329208,1766546827000,,5,4,评估社区健康服务设施使用效率与居民满意度，指导设施优化与服务升级,,,5673,0,"效能评估,服务优化,社区健康",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,57,,,1766546827000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000096,1766546807768,社区健康服务设施效能评估查询服务,174555309329208,1766546797000,,5,4,社区健康服务设施效能评估查询接口是一项用于评估社区卫生服务中心、诊所等基层医疗机构运行效能的标准化数据服务。,,,5672,0,"社区健康评估,医疗服务绩效,公共卫生数据",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,57,,,1766546797000
1,[],医疗健康,"[""医疗健康""]",泰州市大数据发展有限公司,TZDSJ/000095,1766546762501,城市急救资源动态调度查询服务,174555309329208,1766546757000,,5,4,通过整合急救车辆、医院急诊科、交通状况等多源数据，提供对急救资源位置、可用状态及调度建议的动态查询支持，帮助应急指挥中心实现资源最优调配、缩短救援响应时间、提升城市应急救援效率,,,5671,0,"城市应急调度,急救资源管理",7dc5318a59c329e6091c4aaece31e33f,174555309330356,,1,57,,,1766546757000
1,"[""绿色低碳""]",工业制造,"[""工业制造"",""绿色低碳""]",南京钢铁股份有限公司,JSPTZJ202512190056,1766132297616,智慧能源分析数据服务（中板厂、中厚板卷厂）,176249596272042,1766132297000,,2,3,智慧能源分析数据服务通过整合MES系统、二级系统、一级系统等数据源，实现对宽厚板材轧制过程中煤气、电、水、压缩空气等多种能源介质的精准核算和异常分析。将能源数据、生产数据、物料信息三个维度数据进行高度耦合，建立产品能耗精准核算模型、能耗异常分析模型、经济运行监测模型，实现能源消耗的动态跟踪、异常识别和原因分析，可有效发现能耗异常情况和异常原因，进一步指导改进生产流程和管理模式，达到降低能耗的目的。,,,5617,0,智慧能源分析、能源管理、智能制造、能耗核,aa14375138b0980d61ed91395e67d49f,176250597302378,,1,55,,0,1766478667000
1,[],工业制造,"[""工业制造""]",南京钢铁股份有限公司,JSPTZJ202512190064,1766135516779,板材事业部热处理高效能排产模型,176249596272042,1766135516000,,2,3,适用于钢铁行业板材热处理生产排程，服务板材事业部生产处及计划室，通过智能算法编制月度/周/作业计划，优化升降温时间4%、提升产量2%，助力生产效率提升与成本降低。,,,5625,0,"APS系统, 热处理排产, 智能制造, ",aa14375138b0980d61ed91395e67d49f,176250597302378,,1,55,,0,1766478619000
1,"[""社会应用"", ""交通运输""]",城市治理,"[""城市治理"",""社会应用"",""交通运输""]",南京市测绘勘察研究院股份有限公司,JSDE.00.11.253621,1766368827573,南京市职住区域数据集,175022735588460,1766368827000,,8,1,本数据集通过整合南京市地名、企业及居住小区地址信息与空间矢量数据，构建了南京市全域覆盖的职住区域数据库。该数据具备高空间精度，企业位置与建筑物建立了空间关联。数据集可应用于职住平衡评估、商业选址建模、城市规划决策支持等领域，典型用户涵盖智慧城市运营商、房地产企业及市场研究机构，适用于轨道交通规划、零售网点布局、社区商业潜力评估等具体场景。,,,5627,0,南京市，职住区域,62477f51e81aeece528aab17ef912ea0,175022735589944,,3,55,,0,1766478257000
1,"[""城市治理""]",交通运输,"[""交通运输"",""城市治理""]",南京市测绘勘察研究院股份有限公司,JSDE.00.11.106699,1766367960620,路灯多模态AI训练样本集,175022735588460,1766367960000,,8,1,利用路灯智能识别算法，融合激光点云的实例分割数据与全景影像的轮廓标注数据，构建了涵盖城市道路常见4大类（高杆照明灯、中杆照明灯、常规照明灯、庭院照明灯）及9种典型样式的路灯多模态AI训练样本集，该数据集不仅可为AI视觉算法研发公司提供多模态训练支持，为高精度地图制作厂商提供道路环境感知训练资源，还可供科研院所开展算法研究。本数据集进行了坐标偏移处理，兼顾数据安全合规与模型训练有效性。,,,5626,0,路灯，激光点云，全景影像，样本集,62477f51e81aeece528aab17ef912ea0,175022735589944,,3,55,,0,1766478239000
1,[],气象服务,"[""气象服务""]",吉林省中遥科技有限公司,JSPTZJ202512190003,1766105746713,500米分辨率中国2000-2023年反射率模型数据集,176526756542220,1766105746000,,7,1,本数据集基于MODIS MCD43A3 V6.1产品，生成了2000年至2023年间覆盖中国全境的按年份合成的反射率模型数据集。其核心方法是首先利用官方的每日16天BRDF模型产品，然后按年份对模型参数进行合成处理，得到代表每年地表各向异性反射特性的综合数据。数据集在时间上覆盖2000年至2023年，空间上覆盖中国全境，空间分辨率为500米。,,,5554,0,GEE；MODIS；MCD43A3；,45bab54df92da95acfe5b2f41e6c332f,176533020077032,,3,55,,0,1766472389000
