applyState,attribute,attribute_dictText,auditBy,auditName,auditTime,batchNumber,boutique,browse,caseTime,category,category_dictText,contractModleName,contractModleUrl,createBy,createName,createTime,delFlag,description,frozenStatus,fwType,fwTypeName,fwType_dictText,hwPrice1,hwPrice2,hwPrice3,hwPriceList,id,introduction,label,labelIds,level,logo,logoUrl,name,negotiation,negotiation_dictText,newProduct,opinion,outTime,price,purchase,realNameType,scene,sceneName,scene_dictText,serviceDescription,serviceFeeRatio,serviceName,serviceNote,serviceState,shelf,shelfApplyFileName,shelfApplyFileUrl,shelfTime,source,status,subject,subjectName,supplierId,themeId,themeId_dictText,totalPrice,tradeUserType,type,updateBy,updateTime,url,violationStatus,warnProcessTime
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155722992224,2,10,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833052061632770050,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/1f16fec5622545acad34f3958e2e4722.jpg,https://s-minio.hunandex.com/hunan/商品审核/1f16fec5622545acad34f3958e2e4722.jpg,2022_保靖县标准地图基本要素版8开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:03:17,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155726959241,2,13,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833052077684371458,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/15887a80f655484f9a14ba55db19656e.jpg,https://s-minio.hunandex.com/hunan/商品审核/15887a80f655484f9a14ba55db19656e.jpg,2020_古丈县标准地图行政区划示意版32开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-12-28 09:33:10,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155538981645,2,9,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051625467097090,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/f5dbe9f837ff4d3ebda5686266f4c338.jpg,https://s-minio.hunandex.com/hunan/商品审核/f5dbe9f837ff4d3ebda5686266f4c338.jpg,2023_绥宁县标准地图影像版8开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-12-28 19:52:18,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155611990307,2,10,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051763606499330,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/35bdfcce2bb345d5a65190479f4cc141.jpg,https://s-minio.hunandex.com/hunan/商品审核/35bdfcce2bb345d5a65190479f4cc141.jpg,2020_鼎城区标准地图行政区划示意版32开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:03:28,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155625130236,2,16,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051820837777410,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/8e1a0a594ced463795b3e0854ea7ac6b.jpg,https://s-minio.hunandex.com/hunan/商品审核/8e1a0a594ced463795b3e0854ea7ac6b.jpg,2022_沅江市标准地图行政区划示意版32开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:04:09,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155522299762,2,15,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051556403687425,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/9987d46c761140b49e1df97edfa49c1f.jpg,https://s-minio.hunandex.com/hunan/商品审核/9987d46c761140b49e1df97edfa49c1f.jpg,2023_衡阳县标准地图基本要素版8开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:04:18,,1,
<p>作品类型：摄影作品；</p><p>数量：1张；</p><p>文件格式：jpg；</p><p>分辨率：5760*3840；</p><p>授权权利：复制权、展览权、信息网络传播权；</p><p>交易方式：授权；</p><p>版权证书编号：京作登字-2024-G-00041957；</p>,,,1726865546913554433,生态合作,2024-11-20,20241113103350332064,2,70,,,,空文档.docx,https://s-minio.hunandex.com/hunan/合同/6714fdffae6147c58a97f3116e6519b0.docx,8a69f1e2920cf409019222644eee0012,北京玖扬传媒有限公司,2024-11-13,1,简介：以海滩、山脉与云朵作为拍摄题材，在中心位置是云和山，上下两边边是海滩和天空，展现了一片宁静而美丽的海滩风光，本作品光线为天光，角度从上至下，拍摄主体突出，环境偏冷色调，将海滩、山脉与云朵通过摄影的方式保存下来。,1,,,,,,,[],1856525850877284353,简介：以海滩、山脉与云朵作为拍摄题材，在中心位置是云和山，上下两边边是海滩和天空，展现了一片宁静而美丽的海滩风光，本作品光线为天光，角度从上至下，拍摄主体突出，环境偏冷色调，将海滩、山脉与云朵通过摄影的方式保存下来。,数字内容,数字内容,,https://s-minio.hunandex.com/hunan/应用商品审核/8711e7050691468d904c37759139393b.png,https://s-minio.hunandex.com/hunan/应用商品审核/8711e7050691468d904c37759139393b.png,云滩,1,是,2,通过,2039-12-31,,,,1041,文化旅游,文化旅游,,0.05,,本作品为作者独立创作的作品，作品以蓝绿色为主色调，表达了一种对大自然的美好和宁静的赞美，同时也传达了一种内心的平静和自由的感觉。通过展现沙滩、大海和白云的景象，图片传达了一种宁静、广阔和自然的氛围，使人感受到大自然的壮丽和美丽。,,2,湖南大数据交易所数据产品上架申请表（玖扬传媒）.pdf,https://s-minio.hunandex.com/hunan/合同/3d9820c97f124f53a26b7eaf1eabc011.pdf,,1,2,0,,8a69f1d091c242310192313fc69f00ba,,,面议,,1,8a69f1e2920cf409019222644eee0012,2025-12-07 10:38:03,http://www.cncbox.com/Home,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155615203655,2,10,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051778966040577,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/108943d412f24ca4b61a6ce7e3f49eca.jpg,https://s-minio.hunandex.com/hunan/商品审核/108943d412f24ca4b61a6ce7e3f49eca.jpg,2023_慈利县标准地图影像版8开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:05:08,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155522950291,2,13,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051558169489409,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/50081fcd68c149a6bc318625a23d3d67.jpg,https://s-minio.hunandex.com/hunan/商品审核/50081fcd68c149a6bc318625a23d3d67.jpg,2023_衡南县标准地图基本要素版8开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:04:42,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155609576780,2,15,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051756610400257,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/e4a4318d57ac4c749c97df1a13601a09.jpg,https://s-minio.hunandex.com/hunan/商品审核/e4a4318d57ac4c749c97df1a13601a09.jpg,2022_桃源县标准地图影像版8开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:04:58,,1,
<p>2023年1-3月xx省国家地表水考核断面水环境质量及变化情况排名</p>,,,1726865221964046338,数据交易,2024-12-18,20241213162555744920,2,4,,,,面议.docx,https://s-minio.hunandex.com/hunan/合同/f6e766a366f34696898801a7fecc8f3b.docx,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-12-13,1,2023年1-3月xx省国家地表水考核断面水环境质量及变化情况排名,1,,,,,,,[],1867486091173351425,2023年1-3月xx省国家地表水考核断面水环境质量及变化情况排名,"数据存储,数据仓库,数据中台,数据系统部署,数据中心","数据存储,数据仓库,数据中台,数据系统部署,数据中心",,https://s-minio.hunandex.com/hunan/应用商品审核/e38d814671b34388950d9e8a0b14c1e0.png,https://s-minio.hunandex.com/hunan/应用商品审核/e38d814671b34388950d9e8a0b14c1e0.png,2023年1-3月xx省国家地表水考核断面水环境质量及变化情况排名,1,是,2,交易部,2035-12-01,,,,2008,绿色低碳,绿色低碳,,0.05,,,,2,政务数据上架审批表(1).pdf,https://s-minio.hunandex.com/hunan/合同/621035676aea456cb1b39293b8e3424a.pdf,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,1,3,8a69d8528d3be3a1018e79b4fc720070,2025-12-29 01:54:13,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155559275030,2,18,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051711597129729,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/c36eadaa7cc6401a8e5fea05abdc6756.jpg,https://s-minio.hunandex.com/hunan/商品审核/c36eadaa7cc6401a8e5fea05abdc6756.jpg,2020_岳阳楼区标准地图行政区划示意版32开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:04:30,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155524355963,2,25,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051564507082753,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/507413342dbe4ec08a33a6b5ec3d89f9.jpg,https://s-minio.hunandex.com/hunan/商品审核/507413342dbe4ec08a33a6b5ec3d89f9.jpg,2023_祁东县标准地图基本要素版8开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:25:50,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155505749868,2,13,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051485503172610,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/32cc505fd37f4fd3810b5616984ca516.jpg,https://s-minio.hunandex.com/hunan/商品审核/32cc505fd37f4fd3810b5616984ca516.jpg,2023_芦淞区标准地图基本要素版8开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:35:18,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155518975119,2,9,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051539152515074,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/5c28813a9a554be2b6d77452bb49e717.jpg,https://s-minio.hunandex.com/hunan/商品审核/5c28813a9a554be2b6d77452bb49e717.jpg,2022_韶山市标准地图影像版8开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-10 18:20:53,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155434581625,2,8,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051358348652545,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/92ae48e46a274d838a9231f1c13f7959.jpg,https://s-minio.hunandex.com/hunan/商品审核/92ae48e46a274d838a9231f1c13f7959.jpg,2013_湖南省标准地图河流水系版,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:04:55,,1,
<p>2023年1-3月各县（市、区）地表水考核断面水环境质量及变化情况排名</p>,,,1726865221964046338,数据交易,2024-12-18,20241213162504380469,2,14,,,,面议.docx,https://s-minio.hunandex.com/hunan/合同/a342f67c8aef46a0abc4d20cbed60c93.docx,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-12-13,1,2023年1-3月各县（市、区）地表水考核断面水环境质量及变化情况排名,1,,,,,,,[],1867485878631190529,2023年1-3月各县（市、区）地表水考核断面水环境质量及变化情况排名,"数据仓库,数据存储,数据中台,数据系统部署,数据中心","数据仓库,数据存储,数据中台,数据系统部署,数据中心",,https://s-minio.hunandex.com/hunan/应用商品审核/619ca93e635f48c58556b2e8df392a9f.png,https://s-minio.hunandex.com/hunan/应用商品审核/619ca93e635f48c58556b2e8df392a9f.png,2023年1-3月各县（市、区）地表水考核断面水环境质量及变化情况排名,1,是,2,交易部,2035-12-01,,,,2008,绿色低碳,绿色低碳,,0.05,,,,2,政务数据上架审批表(1).pdf,https://s-minio.hunandex.com/hunan/合同/9a8bab554ef7499399eacbba233d357a.pdf,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,1,3,8a69d8528d3be3a1018e79b4fc720070,2025-12-29 02:07:20,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155710223435,2,11,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833052012672659458,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/db5657526d5146d7900ef9d20fe32320.jpg,https://s-minio.hunandex.com/hunan/商品审核/db5657526d5146d7900ef9d20fe32320.jpg,2023_冷水江市标准地图基本要素版8开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-08 00:05:32,,1,
<p>2023年6月全省xx个市州城市环境空气质量状况</p>,,,1726865221964046338,数据交易,2024-12-18,20241213160025648641,2,9,,,,面议.docx,https://s-minio.hunandex.com/hunan/合同/d16157ff06f24b8cb0193970afa0c963.docx,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-12-13,1,2023年6月全省xx个市州城市环境空气质量状况,1,,,,,,,[],1867479676576780289,2023年6月全省xx个市州城市环境空气质量状况,"数据存储,数据仓库,数据中台,数据系统部署,数据中心","数据存储,数据仓库,数据中台,数据系统部署,数据中心",,https://s-minio.hunandex.com/hunan/应用商品审核/e90f93cba0594f8996b2039701e06e6e.png,https://s-minio.hunandex.com/hunan/应用商品审核/e90f93cba0594f8996b2039701e06e6e.png,2023年6月全省xx个市州城市环境空气质量状况,1,是,2,交易部,2035-12-01,,,,2008,绿色低碳,绿色低碳,,0.05,,,,2,政务数据上架审批表(1).pdf,https://s-minio.hunandex.com/hunan/合同/b5dd661ac1b444d2ad50b210d06d06a9.pdf,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,1,3,8a69d8528d3be3a1018e79b4fc720070,2025-12-29 02:17:19,,1,
基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,,,,,2024-09-09,20240909155621312635,2,14,2024-09-09,,,,,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-09-09,1,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,1,,,,,,,[],1833051803985063937,基于湖南省基础地理信息数据库，依据湖南省行政区划界线标准画法和最新境界、标准地名成果，采用其他自然地理要素和人文专题要素的现势性资料编制而成。,"数据服务,地图信息","数据服务,地图信息",,https://s-minio.hunandex.com/hunan/商品审核/ccd44ab492454c4da893a16c2dbc04d6.jpg,https://s-minio.hunandex.com/hunan/商品审核/ccd44ab492454c4da893a16c2dbc04d6.jpg,2023_桃江县标准地图行政区划示意版32开,1,是,2,同意,2034-09-09,,,,1048,卫星遥感,卫星遥感,,,,新闻宣传用图、书刊报纸插图、广告展示背景图、工艺品设计底图等，也可作为编制公开版地图的参考底图。,,2,,,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,,1,,2025-11-07 23:58:27,,1,
<p>xx省2021年1月地级以上城市集中式生活饮用水水源水质状况报告</p>,,,1726865221964046338,数据交易,2024-12-18,20241213135330706020,2,6,,,,面议.docx,https://s-minio.hunandex.com/hunan/合同/dda7cb70fac44ed69c65f756f382d830.docx,8a69d8528d3be3a1018e79b4fc720070,长沙数据登记管理中心有限公司,2024-12-13,1,xx省2021年1月地级以上城市集中式生活饮用水水源水质状况报告,1,,,,,,,[],1867447736817602562,xx省2021年1月地级以上城市集中式生活饮用水水源水质状况报告,"数据存储,数据仓库,数据中台,数据系统部署,数据中心","数据存储,数据仓库,数据中台,数据系统部署,数据中心",,https://s-minio.hunandex.com/hunan/应用商品审核/fba8b44ec6d643a5bb469b893a9576a0.png,https://s-minio.hunandex.com/hunan/应用商品审核/fba8b44ec6d643a5bb469b893a9576a0.png,xx省2021年1月地级以上城市集中式生活饮用水水源水质状况报告,1,是,2,交易部,2035-12-01,,,,1042,城市治理,城市治理,,0.05,,,,2,政务数据上架审批表(1).pdf,https://s-minio.hunandex.com/hunan/合同/eb9955e368d442a6a522e9b138a4d65e.pdf,,1,2,,,8a69d84f8d3f76b6018e79cde07900f3,,,面议,1,3,8a69d8528d3be3a1018e79b4fc720070,2025-12-29 02:21:05,,1,
