aiModelInfo,algorithmDescription,apiInfo,apiValue,applicationScenario,applyAt,approvalLabel,areaCode,auditRemark,auditStatus,billingSpecification,briefIntroduction,companyName,contactPhone,createdAt,currentOpUserId,dimiDataInfo,domain,gaomiInfo,id,industryCategory,isPreOrder,mainImage,modelUsageMethod,operatorAt,operatorId,operatorName,orderCount,price,productAdvantages,productAttachment,productAttachments,productCategory,productDescription,productName,productPrice,productServiceIntro,productType,productValidity,productZone,provinceCode,registrationId,registrationStatus,relateUserAssetId,relateUserAssetOuterId,serviceProvider,serviceRatio,serviceType,shelfTime,status,updatedAt,uploadAuthFile,userId,username,waitApprover
,,,,,2025-02-08 17:28:18,,620100,,APPROVED,1,"平台是集计划用水管理、节水预警监控、节水评价考核、统计分析为一体的信息数据管理平台,，切实提高工作效率和服务水平，实现计划用水管理、用水户管理、供用水信息服务、用水计划管理、水费水价管理、用水平衡管理、节水预警等功能。",中电万维信息技术有限责任公司兰州分公司,,2025-02-08 17:15:25,,,,,PD25020817152515104,SCIENCE,False,https://img.gsdep.cn/default-bucket/2025/02/08/f3e74a65-bd8d-4c46-afd1-259cc74d3eaf_20250208171415A013.jpg,,2025-02-17 09:34:13,OP203406,,0,0.0,,"{""registrationProof"": [{""name"": ""产品开发自证说明 甘交所.pdf"", ""url"": ""https://img.gsdep.cn/default-bucket/2025/02/08/ab9e94c7-3fa7-4066-b9c6-b849fea33c75_20250208171521A014.pdf""}], ""other"": [], ""safety"": [], ""registrationCertificate"": [], ""sample"": []}","{""sample"":[],""safety"":[],""other"":[],""registrationProof"":[{""name"":""产品开发自证说明 甘交所.pdf"",""url"":""https://img.gsdep.cn/default-bucket/2025/02/08/ab9e94c7-3fa7-4066-b9c6-b849fea33c75_20250208171521A014.pdf""}],""registrationCertificate"":[]}",,,城市节水管理平台,0.00,<p>1.数据精准采集与监测：实时、精确地采集用水数据，包括流量、压力、水质等，实现全方位的用水状况监测。</p><p>2.智能化分析与诊断：运用大数据和智能算法，对采集到的数据进行深入分析，快速诊断用水异常和潜在浪费。</p><p>3.远程控制与管理：支持远程操作，可对用水设备进行远程调控，如关闭阀门、调整流量等，以提高管理效率。</p><p>4.实时预警与报警：及时发出预警信息，以便迅速采取措施。</p><p>5.多维度可视化展示：通过图表、地图等多种形式，将复杂的用水数据以直观、清晰的方式呈现，方便管理者了解全局情况。</p>,DATA_REPORT,2035-02-01 00:00:00,URBAN_GOVERNANCE,620000,,,,,中电万维信息技术有限责任公司兰州分公司,0%,,2025-02-17 09:37:14,ON_SHELF,2025-02-17 09:37:14,,U24122310133945104,,
,,,,,2025-02-08 17:28:18,,620100,,APPROVED,1,以落地企业薪酬体系为目标，实现自动化薪税核算全流程，覆盖预算、成本、激励和佣金全场景，直通业务，助力中大型企业实现数字化薪酬管理。该系统旨在帮助各类企业实现薪酬管理的精准化、高效化与合规化，通过高度自动化流程、强大数据分析、灵活可扩展性及用户友好界面，能够大幅减少手动计算的错误和时间成本，提高薪酬处理的效率和准确性。,中电万维信息技术有限责任公司兰州分公司,,2025-02-08 17:17:11,,,,,PD25020817171077208,SCIENCE,False,https://img.gsdep.cn/default-bucket/2025/02/08/a171d0f2-1ae2-40ad-9f5f-1bf2f588f802_20250208171554A015.jpg,,2025-02-17 09:34:17,OP203406,,0,0.0,,"{""registrationProof"": [{""name"": ""产品开发自证说明 甘交所.pdf"", ""url"": ""https://img.gsdep.cn/default-bucket/2025/02/08/e29dfc21-83e7-44a2-a5d8-e0f5db9ded30_20250208171708A016.pdf""}], ""other"": [], ""safety"": [], ""registrationCertificate"": [], ""sample"": []}","{""sample"":[],""safety"":[],""other"":[],""registrationProof"":[{""name"":""产品开发自证说明 甘交所.pdf"",""url"":""https://img.gsdep.cn/default-bucket/2025/02/08/e29dfc21-83e7-44a2-a5d8-e0f5db9ded30_20250208171708A016.pdf""}],""registrationCertificate"":[]}",,,员工薪酬管理系统,0.00,<p>1.员工信息管理：支持批量导入和导出功能，方便数据的整理和备份。</p><p>2.绩效评分管理：部门管理人员根据员工的工作表现和绩效指标进行打分，系统自动合计各评分项，得出员工最终得分。</p><p>3.工资参数管理：可以为员工设置岗级和薪资参数，如基本工资、奖金等。</p><p>4.数据互联互通：各项业务与系统通过配置方式集成，清晰全面反映员工真实情况，提升组织的人才运营能力。</p>,DATA_REPORT,2035-02-01 00:00:00,SCIENTIFIC_INNOVATION,620000,,,,,中电万维信息技术有限责任公司兰州分公司,0%,,2025-02-17 09:37:11,ON_SHELF,2025-02-17 09:37:11,,U24122310133945104,,
,,,,,2025-02-08 17:28:17,,620100,,APPROVED,1,"为各大企事业单位提供多端测评服务，包括打分、投票、问卷、评价等内容。通过自定义测评关系、打分权重、测评指标、评委类型等，实现人员打分、后备干部推荐、问卷调査、廉洁自律评议、民主评议等工作。
",中电万维信息技术有限责任公司兰州分公司,,2025-02-08 17:28:08,,,,,PD25020817280809401,SCIENCE,False,https://img.gsdep.cn/default-bucket/2025/02/08/bc29e333-beec-4142-b351-24c6bcde6b4c_20250208172644A017.jpg,,2025-02-17 09:34:00,OP203406,,0,0.0,,"{""registrationProof"": [{""name"": ""产品开发自证说明 甘交所.pdf"", ""url"": ""https://img.gsdep.cn/default-bucket/2025/02/08/f2f64119-d4c0-477e-b928-7bd160a0bfb8_20250208172805A018.pdf""}], ""other"": [], ""safety"": [], ""registrationCertificate"": [], ""sample"": []}","{""sample"":[],""safety"":[],""other"":[],""registrationProof"":[{""name"":""产品开发自证说明 甘交所.pdf"",""url"":""https://img.gsdep.cn/default-bucket/2025/02/08/f2f64119-d4c0-477e-b928-7bd160a0bfb8_20250208172805A018.pdf""}],""registrationCertificate"":[]}",,,多功能测评打分系统,0.00,<p>1.人员打分：帮助管理者对人员进行打分，可以自动生成报告，方便用户查看和分析。</p><p>2.问卷调查：自主设计问卷，并在线收集和分析问卷结果。支持自动回复功能，确保用户可以得到及时的回答。</p><p>3.后备干部推荐：根据姓名、年龄、学历、工作经历等因素进行筛选，并生成推荐报告，确保推荐过程的公正和透明。</p><p>4.廉洁自律评议：辅助管理人员进行廉洁自律评议，并根据评价结果进行奖惩。</p><p><br></p>,DATA_REPORT,2035-02-01 00:00:00,SCIENTIFIC_INNOVATION,620000,,,,,中电万维信息技术有限责任公司兰州分公司,0%,,2025-02-17 09:37:14,ON_SHELF,2025-02-17 09:37:14,,U24122310133945104,,
,,,,企业门户对订购产品进行管理，开展数转工作，沉淀企业数据资产，提高企业核心竞争力。第三方服务商持续入驻公共服务门户，为企业提供涵盖金融服务、专家咨询、人才培训等企业服务；公共服务门户提供政策解读、政策匹配、评估诊断、产品订购、供需匹配及企业服务，并将企业、产业、服务、人才数据等服务，助力企业数字化转型进程。,2025-03-31 11:02:55,,620100,,APPROVED,1,企业数字化转型服务平台以天翼云为基础，通过提供全方位政策管理、数转项目管理、数字化诊断评估、数智应用、资源整合以及产业集群功能，为政府和企业客户打造了一个高效、便捷、安全的数字化转型环境。同时，通过供需连通，促进产业链上下游企业的合作与交流，构建一个开放、共享、协同的产业生态系统，为企业的数字化转型提供有力的支持和保障。,中电万维信息技术有限责任公司,,2025-03-31 10:50:42,,,,,PD25033110504185408,SCIENCE,False,https://img.gsdep.cn/default-bucket/2025/03/31/ff58b6bd-cd22-4f14-8a1d-f22621c6bc91_20250331104915A022.png,,2025-04-01 09:53:59,25021911343275209,,0,0.0,,"{""registrationProof"": [{""name"": ""中小企业云平台数据产品数据来源说明.pdf"", ""url"": ""https://img.gsdep.cn/default-bucket/2025/03/31/62eab813-82a2-4d3f-b294-36330825e474_20250331105039A023.pdf""}], ""other"": [], ""safety"": [], ""registrationCertificate"": [{""name"": ""证书 (1).png"", ""url"": ""https://img.gsdep.cn/default-bucket/2025/03/31/aa3ab86e-2f30-4724-a897-66daec1d767c_20250331105031A025.png""}], ""sample"": []}","{""sample"":[],""safety"":[],""other"":[],""registrationProof"":[{""name"":""中小企业云平台数据产品数据来源说明.pdf"",""url"":""https://img.gsdep.cn/default-bucket/2025/03/31/62eab813-82a2-4d3f-b294-36330825e474_20250331105039A023.pdf""}],""registrationCertificate"":[{""name"":""证书 (1).png"",""url"":""https://img.gsdep.cn/default-bucket/2025/03/31/aa3ab86e-2f30-4724-a897-66daec1d767c_20250331105031A025.png""}]}",,,中小企业云平台,0.00,<p>企业门户对订购产品进行管理，开展数转工作，沉淀企业数据资产，提高企业核心竞争力。第三方服务商持续入驻公共服务门户，为企业提供涵盖金融服务、专家咨询、人才培训等企业服务；公共服务门户提供政策解读、政策匹配、评估诊断、产品订购、供需匹配及企业服务，并将企业、产业、服务、人才数据等服务，助力企业数字化转型进程。 </p><p><br></p>,DATA_REPORT,,SCIENTIFIC_INNOVATION,620000,DP860000002025030600016,,,,中电万维信息技术有限责任公司,0%,,2025-04-01 09:54:37,ON_SHELF,2025-04-01 09:54:37,,U24102209273438906,,
,,,,"采用AI智能技术发布采购公示，审核采购文件和合同文件，通过询价台寻找合适的供应商，并采用线上专家评标的方式完成采购招标，并在门户进行公示发布。招投标过程更加规范、透明、高效，提升了招投标效率，减少人为因素干扰，增强评标公正性。
",2025-03-31 11:13:54,,620100,,APPROVED,1,基于微服务架构构建数字化招采管理平台，帮助企业构建采购招标与供应商管理的流程闭环，实现采购全栈协同，缩短采购周期，降低采购成本，提高采购质量，提升采购效率，打造高效稳定的智能供应链。,中电万维信息技术有限责任公司,,2025-03-31 11:13:31,,,,,PD25033111133054705,TELECOM,False,https://img.gsdep.cn/default-bucket/2025/03/31/6d6bdfb8-6d4f-4f90-bcf8-a1b73f260d4d_20250331111226A038.png,,2025-04-01 09:53:56,25021911343275209,,0,0.0,,"{""registrationProof"": [{""name"": ""智慧招采平台数据产品数据来源说明.pdf"", ""url"": ""https://img.gsdep.cn/default-bucket/2025/03/31/4715158a-47f0-4d59-84d6-08dda6970df6_20250331111325A039.pdf""}], ""other"": [], ""safety"": [], ""registrationCertificate"": [{""name"": ""证书 (2).png"", ""url"": ""https://img.gsdep.cn/default-bucket/2025/03/31/02c6d871-60e6-493a-ae0b-95922e5bf4f5_20250331111304A033.png""}], ""sample"": []}","{""sample"":[],""safety"":[],""other"":[],""registrationProof"":[{""name"":""智慧招采平台数据产品数据来源说明.pdf"",""url"":""https://img.gsdep.cn/default-bucket/2025/03/31/4715158a-47f0-4d59-84d6-08dda6970df6_20250331111325A039.pdf""}],""registrationCertificate"":[{""name"":""证书 (2).png"",""url"":""https://img.gsdep.cn/default-bucket/2025/03/31/02c6d871-60e6-493a-ae0b-95922e5bf4f5_20250331111304A033.png""}]}",,,智慧招采平台,0.00,<p>采用AI智能技术发布采购公示，审核采购文件和合同文件，通过询价台寻找合适的供应商，并采用线上专家评标的方式完成采购招标，并在门户进行公示发布。招投标过程更加规范、透明、高效，提升了招投标效率，减少人为因素干扰，增强评标公正性。</p>,DATA_REPORT,,SCIENTIFIC_INNOVATION,620000,DP860000002025030600017,,,,中电万维信息技术有限责任公司,0%,,2025-04-01 09:54:39,ON_SHELF,2025-04-01 09:54:39,,U24102209273438906,,
,,,,,2025-08-14 16:33:46,,620100,请上传数据产品权属证明,APPROVED,1,区块链云服务平台以自主研发的底层区块链技术为基座，依托区块链的可追溯、不可篡改和多方协作特性，在满足企业级应用在高可用、高安全、高性能、可扩展、易运维、可监管等方面的需求的基础上，提供区块链原生应用、数据服务、节点部署、快速建链和产业互链等核心特色功能，根据实际业务需要，结合业务场景方便、快捷、安全地定制部署区块链服务，开发区块链应用，帮助用户更专注于核心业务的研发和创新，实现业务快速上链，为客户创造价值。,安徽中科晶格技术有限公司,,2025-06-24 16:44:39,,,,,PD25062416443897302,,False,https://img.gsdep.cn/default-bucket/2025/06/24/ce6b4e16-51df-465b-a8ef-77d157549d76_20250624162726A023.jpg,,2025-10-24 08:34:13,25021914335588908,,0,0.0,,"{""registrationProof"": [{""name"": ""数据资产（产品）登记承诺书.pdf"", ""url"": ""https://img.gsdep.cn/default-bucket/2025/06/24/74b73ed1-4cd2-4124-a803-19c4630d68eb_20250624164429A024.pdf""}], ""other"": [{""name"": ""软著-晶格全城可信区块链云服务平台V2.0.pdf"", ""url"": ""https://img.gsdep.cn/default-bucket/2025/08/14/e8b25774-57a7-4c6d-baaf-83e8051d751e_20250814163335A006.pdf""}], ""safety"": [], ""registrationCertificate"": [], ""sample"": []}","{""sample"":[],""safety"":[],""other"":[{""name"":""软著-晶格全城可信区块链云服务平台V2.0.pdf"",""url"":""https://img.gsdep.cn/default-bucket/2025/08/14/e8b25774-57a7-4c6d-baaf-83e8051d751e_20250814163335A006.pdf""}],""registrationProof"":[{""name"":""数据资产（产品）登记承诺书.pdf"",""url"":""https://img.gsdep.cn/default-bucket/2025/06/24/74b73ed1-4cd2-4124-a803-19c4630d68eb_20250624164429A024.pdf""}],""registrationCertificate"":[]}",,,晶格全域可信区块链云服务平台,0.00,<p>1、平台通过连接各节点机构搭建安全可信的联盟生态链，提供链生应用、数据服务、节点部署、快速建链、产业互链等五大核心特色功能，便捷业务数据上链，帮助用户专注于自身核心业务研发创新。</p><p>2、通过定义数据共享交换接口，可助力企业构建可信的数据安全防护环境，实现数据安全共享协作和受控访问，业务数据快速安全上链，确保操作行为记录的真实性、不可篡改、可计量。</p><p>3、数据存证：通过集中部署或多方联盟部署晶格联盟链节点软件，构建联盟链用于各业务重要数据 上链存储使用，以确保了数据的不可篡改性和可信性。</p><p>4、溯源防伪：构建联盟链，将产品全生命周期，包括生产、加工、运输、消费等环节信息记录上链，通过共识算法进行验证，确保数据的可信度和可追溯性。</p>,DATA_REPORT,,SCIENTIFIC_INNOVATION,OTHER,,,,,安徽中科晶格技术有限公司,0%,,2025-11-11 10:46:59,ON_SHELF,2025-11-11 10:46:59,,U24112610185325705,,
,,,,,2025-08-14 16:32:20,,620100,请上传数据产品权属证明,APPROVED,1,平台旨在为数字身份提供安全、去中心化和用户控制的认证机制。搭载分布式账本技术晶格链确保身份信息的不可篡改性和可验证性，同时赋予用户对自己身份信息的完全控制权。该系统支持与传统身份认证结合，可以为可信数据空间体系内个人、机构、设备等多主体提供安全可靠的身份注册、身份认证、可信授权、隐私保护等服务，重点解决各类数据资源及数据产品授权及主体身份问题。,安徽中科晶格技术有限公司,,2025-06-24 17:17:08,,,,,PD25062417170831209,,False,https://img.gsdep.cn/default-bucket/2025/06/24/dc341ab4-741e-4d70-a863-d5801acf2dc3_20250624171601A029.png,,2025-10-24 08:32:51,25021914335588908,,0,0.0,,"{""registrationProof"": [{""name"": ""数据资产（产品）登记承诺书.pdf"", ""url"": ""https://img.gsdep.cn/default-bucket/2025/06/24/0a142994-4e00-40a6-878c-79ca48b5d14d_20250624171701A030.pdf""}], ""other"": [{""name"": ""软著-晶格DID管理系统V1.0（DID即分布式数字身份管理平台）.pdf"", ""url"": ""https://img.gsdep.cn/default-bucket/2025/08/14/babbdd69-4563-4632-a13d-af7e8f4fc500_20250814163131A004.pdf""}], ""safety"": [], ""registrationCertificate"": [], ""sample"": []}","{""sample"":[],""safety"":[],""other"":[{""name"":""软著-晶格DID管理系统V1.0（DID即分布式数字身份管理平台）.pdf"",""url"":""https://img.gsdep.cn/default-bucket/2025/08/14/babbdd69-4563-4632-a13d-af7e8f4fc500_20250814163131A004.pdf""}],""registrationProof"":[{""name"":""数据资产（产品）登记承诺书.pdf"",""url"":""https://img.gsdep.cn/default-bucket/2025/06/24/0a142994-4e00-40a6-878c-79ca48b5d14d_20250624171701A030.pdf""}],""registrationCertificate"":[]}",,,分布式数字身份管理平台,0.00,"<p>1、分布式身份自主管理：系统基于区块链技术实现用户对数字身份的完全控制，用户通过私钥自主管理DID标识，可生成多个身份应对不同场景。</p><p>2、全生命周期凭证：提供从模板创建、凭证签发到验证核销的全流程管理。发行方可通过多级审核机制颁发可验证凭证（VC），应用方通过区块链验证凭证真伪，保护隐私的同时实现身份真实性核验。</p><p>3、隐私增强型验证：集成零知识证明和选择性披露技术，用户可仅出示凭证部分属性完成验证，在物联网设备标识等场景实现""数据可用不可见""。</p>",DATA_REPORT,,SCIENTIFIC_INNOVATION,OTHER,,,,,安徽中科晶格技术有限公司,0%,,2025-11-11 10:47:05,ON_SHELF,2025-11-11 10:47:05,,U24112610185325705,,
,,,,,2025-08-14 16:37:22,,620100,请上传数据产品权属证明,APPROVED,1,隐私计算平台是以自主研发复杂算法为依托，集联邦学习、多方安全计算及可信执行环境等主流隐私计算技术为一体的数据安全流通解决方案，旨在数据的使用和分析过程中实现数据的“可用不可见”，保障数据隐私安全，促进数字平等。该平台支持数据模型全生命周期管理，满足用户在高安全、高兼容、高易用、可监管需求上，向政府、企业和公众提供数据隐私保护、数据可信流通服务，实现跨场景、跨行业、跨数据的合作共赢。,安徽中科晶格技术有限公司,,2025-06-24 17:18:35,,,,,PD25062417183455206,,False,https://img.gsdep.cn/default-bucket/2025/06/24/303431ec-6591-4954-8424-8b67a2740738_20250624171748A031.png,,2025-10-24 08:34:58,25021914335588908,,0,0.0,,"{""registrationProof"": [{""name"": ""数据资产（产品）登记承诺书.pdf"", ""url"": ""https://img.gsdep.cn/default-bucket/2025/06/24/16c8f5d5-38d4-4f7f-97b7-42a6b38112cd_20250624171828A031.pdf""}], ""other"": [{""name"": ""软著-隐私计算跨链服务平台_1.pdf"", ""url"": ""https://img.gsdep.cn/default-bucket/2025/08/14/d647701c-a372-47cf-b4ce-7ec02644ce73_20250814163716A009.pdf""}], ""safety"": [], ""registrationCertificate"": [], ""sample"": []}","{""sample"":[],""safety"":[],""other"":[{""name"":""软著-隐私计算跨链服务平台_1.pdf"",""url"":""https://img.gsdep.cn/default-bucket/2025/08/14/d647701c-a372-47cf-b4ce-7ec02644ce73_20250814163716A009.pdf""}],""registrationProof"":[{""name"":""数据资产（产品）登记承诺书.pdf"",""url"":""https://img.gsdep.cn/default-bucket/2025/06/24/16c8f5d5-38d4-4f7f-97b7-42a6b38112cd_20250624171828A031.pdf""}],""registrationCertificate"":[]}",,,隐私计算平台,0.00,<p>1、数据“不出域”安全防护：在企业和机构必须确保数据处理过程安全合规，且政府及企业单位对数据收集、存储 及共享等环节中数据的安全防护要求严格背景下，隐私计算平台搭载联邦学习、多方安全计算、可信执行环境等技术引擎，在数据提供方、平台及数据需求方部署隐私计算节点，提供数据安全防护解决方案。</p><p>2、多方联合建模分析：通过隐私集合求交（PSI）实现数据样本对齐，内置逻辑回归、GBDT、神经网络等多种安全算法，满足数据联合建模、场景。</p><p>3、安全多方计算服务：提供基于密码学的隐私查询能力，通过秘密共享、不经意传输等技术实现跨域数据统计（MAX/SUM等）、联合查询（Join/Semi-Join）及复杂条件筛选，适用于不同场景。</p><p>4、可信执行环境与密钥体系：构建硬件级安全防护，通过TEE实现敏感计算隔离，支持国密算法证书全生命周期管理。</p>,DATA_REPORT,,SCIENTIFIC_INNOVATION,OTHER,,,,,安徽中科晶格技术有限公司,0%,,2025-11-11 10:46:50,ON_SHELF,2025-11-11 10:46:50,,U24112610185325705,,
,,,,,2024-11-14 11:05:59,,620100,,APPROVED,1,智慧文博是针对文物藏品保护、游客观众服务、馆方管理所打造的综合一体化解决方案，助力文博行业客户实现高质量发展，主要包含智慧服务及智慧管理。,中电万维信息技术有限责任公司,,2024-11-14 11:00:28,,,,,PD24111411002820103,TELECOM,False,https://img.gsdep.cn/default-bucket/2024/11/14/88f5cffd-b32d-4938-a4c3-bcd448e5f0eb_20241114105442A197.jpg,,2024-11-14 11:07:00,OP203406,,0,0.0,,"{""other"": [], ""safety"": [], ""sample"": []}","{""sample"":[],""safety"":[],""other"":[]}",,,智慧文博,0.00,"<p style=""text-align: start;"">1.分时预约：建立实名制分时预约系统，分时预约分为个人预约、团体预约，其中团体预约还具有预约讲解员、预约停车等功能。</p><p style=""text-align: start;"">2.智能导览：XR时代，结合5G、边缘计算、定位、视频技术等，用“超媒体”形式， 故事化、情景化特征，革新博物馆的观览方式，让文物活起来。</p><p style=""text-align: start;"">3.AR线下服务</p><p style=""text-align: start;"">4.数字多宝阁：对文物进行超高分辨率扫描与重现，实现文物细节逼真、纤毫毕见的效果，观众还能通过标注、收藏，建立自己的“私人藏宝馆”。</p><p style=""text-align: start;"">5.数字展览：VR全景、内容策划、主题特色提炼展陈，实现馆内基本陈列、特色专题、临时展览等云端展示，提供全景讲解、在线互动、展品互动等功能，让观众边玩边看展。</p><p style=""text-align: start;"">6.虚拟展厅：搭建云展厅，突破时间空间限制，利用VR技术复刻展厅数字模型，让线上的观众体验到线下同质量的游览服务。</p><p style=""text-align: start;"">7.文化传播用户价值再生服务</p><p style=""text-align: start;"">8.文博超时空：构建博物馆知识体系，打通数字文化壁垒，沉淀核心数字资产，铸造文化共享模式。</p><p style=""text-align: start;"">9.数字门户：网站门户+小程序的设计理念 — 感性、古今交织、开放融合、大气舒展，打造更丰富、更新颖、更趣味的服务体验</p><p style=""text-align: start;"">10.文化数字资源中心：创新科学合理的整合可以使相关的文化数字资源互为补充，形成合力，形成可包装的文化产品，同时沉淀文化资产，深入挖掘分析数据，为业务发展及规划提供引导方向。</p><p style=""text-align: start;""><br></p>",DATA_REPORT,,CULTURAL_TOURISM,620000,,,,,中电万维信息技术有限责任公司,0%,,2024-11-14 11:07:08,ON_SHELF,2024-11-14 11:07:08,,U24102209273438906,,
,,,"{""apiUrl"":"""",""remarks"":"""",""requestFields"":[{""description"":"""",""example"":"""",""field"":""""}],""requestMethod"":""GET"",""responseFields"":[{""description"":"""",""example"":"""",""field"":""""}]}","交通运输,工业制造",2024-11-13 11:36:34,,620100,,APPROVED,1,能够实时追踪全国3000+省、市、区县发布的基础设施项目，精准分析如特许经营、EPC、EPC+F等多种项目类型的成交情况，实现全方位、全覆盖式信息聚合，一站式解决项目信息获取需求。,北京明树数据科技有限公司,,2024-11-13 11:36:22,,,,,PD24111311362195804,INFORMATION_TRANSMISSION_SOFTWARE_IT_SERVICES,False,http://img.gsdep.cn/default-bucket/2024/11/13/e145c1db-c9d3-4f85-be36-2643846e6271_20241113113437A148.png,,2024-11-13 17:29:46,OP203406,,0,0.0,本数据产品的所涉数据通过政府部门公开的网站、各省市公共资源交易平台网站及国家企业信用信息公示系统进行合法合规的人工采集，并利用自主研发的系统和数据中台进行数据清洗、处理、分析和加工形成结构化数据。 利用中国政府采购网、中国招标投标公共服务平台、各省市公共资源交易平台网站、国家企业信用信息公示系统等公开网站，人工采集重点字段如：项目名称、预算金额、采购需求、供应商名称、中标金额、采购人信息、采购代理机构信息、项目概况、建设期、合作期、项目地区、企业工商信息等字段，并对全国各个重点模式如PPP、EPC、施工总承包、EPC+F、设计施工总承包、EPC+O、股权投资+施工总承包、EPC+F+O、ABO、勘察设计、其他类型、其他投资类、特许经营、委托运营、服务采购等模式的项目进行招投标追踪，每日进行动态更新，在保证数据隐私安全及合法合规的基础上，运用灵活多变的模型算法构建数据场景，可根据项目拓展、竞争对手分析、项目运营等不同场景，通过自定义数据指标模板实现灵活配置指标组合、不同维度的数据抓取及数据碰撞检验，生成完整真实公正的数据集、数据报告等结果。,"{""other"": [{""name"": ""基建项目中标速递查询软件著作权登记证书.pdf"", ""url"": ""https://img.gsdep.cn/default-bucket/2024/11/13/eec13886-8a1a-4eda-b6c8-37ac1acd7226_20241113113557A150.pdf""}], ""safety"": [], ""sample"": [], ""example"": [{""name"": ""样例数据-基建项目中标数据集.zip"", ""url"": ""https://img.gsdep.cn/default-bucket/2024/11/13/5af4b997-8720-46fa-ad7c-456e35b6e898_20241113113550A149.zip""}]}","{""sample"":[],""safety"":[],""example"":[{""name"":""样例数据-基建项目中标数据集.zip"",""url"":""https://img.gsdep.cn/default-bucket/2024/11/13/5af4b997-8720-46fa-ad7c-456e35b6e898_20241113113550A149.zip""}],""other"":[{""name"":""基建项目中标速递查询软件著作权登记证书.pdf"",""url"":""https://img.gsdep.cn/default-bucket/2024/11/13/eec13886-8a1a-4eda-b6c8-37ac1acd7226_20241113113557A150.pdf""}]}",,,基建项目中标速递查询,0.00,"<p><span style=""color: rgb(85, 85, 85); background-color: rgba(245, 247, 250, 0.17); font-size: 14px;"">基于本数据产品“基建项目中标速递查询”和区域投资潜力评价模型为中交投资客户定制化开发大数据辅助区域投资定制化数据应用，以辅助甲方进行市场开发和投资决策提供支撑，并提供持续性数据更新服务，在注重产品的友好性交互以及产品界面美观的基础上，满足基础数据以及模型测算结果的区域可视化呈现、动态关联、数据查询、汇总分析和下载等功能。</span><span style=""color: rgb(85, 85, 85); background-color: rgba(245, 247, 250, 0.95); font-size: 14px;"">在数据处理过程中，包括数据采集、整合与转换、清洗与验证、标准化和分类处理等。 1.数据采集：使用Kettle（PentahoDataIntegration，开源的ETL工具）进行二次开发。数据交换引擎负责实现多源异构数据之间的同步和交换，通过API接口、文件传输、数据库连接等方式，确保数据能够从互联网及自建系统中实时、准确地获取。 2.数据整合与转换：采用数据仓库技术，将不同数据源的数据进行格式转换和标准化处理，构建星型或雪花型数据模型，实现数据的统一管理。使用ETL工具进行数据抽取（Extract）、转换（Transform）和加载（Load）。 3.数据清洗与验证：利用数据清洗工具和自定义脚本，对数据进行全面的清洗和验证，去除冗余数据、修正错误数据并处理缺失值，确保数据的准确性和可靠性。 4.数据标准化和分类处理：对数据进行标准化处理，确保数据格式和单位的一致性，同时根据数据的性质和用途进行分类存储和管理。使用数据字典和元数据管理工具，保证数据的可追溯性和一致性。 5.数据加密与解密：在数据传输和存储过程中，采用对称加密（如AES）和非对称加密（如RSA）技术来确保数据的安全性等。</span></p>",DATASET,,FINANCIAL_SERVICES,620000,,,UAS24111311335546707,,北京明树数据科技有限公司,0%,,2024-11-14 09:33:54,ON_SHELF,2024-11-14 09:33:54,,U24111309332286304,,
