apiAccessPermissions,apiApplicationScenarios,apiBuyPermissions,apiUpdateRequency,auditOpinion,auditStatus,buyCount,code,collCount,collectTime,commentNum,commodityAttribute,commodityType,companyName,cplb,createTime,createTime_begin,createTime_end,dataAcquisition,dataArea,dataClassification,dataFormat,dataIndustry,dataIntroduce,dataPermission,dataPrice,dataSector,dataSource,dataStartTime,dataType,dataUrl,dateEndTime,deleted,deliveryMethod,downCount,effectiveDes,finishTime,freeCount,homeUrl,id,industryName,industryType,isDeleted,isFace,jfxt,keys,logoUrl,longTime,name,notes,pageUrl,periodValidity,productCommitment,productReviewReports,productStatus,publishType,replaceTime,sectorName,supplierIntroduce,tenantId,updateBy,updateTime,version,viewCount
,,,,1,1,0,,0,,,1,1,人民数据管理（北京）有限公司,,2021-12-16 10:28:42,,,,all,2,,"1452570030065696770,1452569922729263106",,2,0.0,"1452570323880886273,1452570435235463169,1452570473806282754",,2021-12-15,,,2021-12-16,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639621720910_微信截图_20211216102833.png,1471306259588186114,"软件信息服务,通信",,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639621717442_微信截图_20211216102833.png,,IP归属地查询,IP归属地查询,,30,,,0,,,"企业服务,城市管理,广告营销",,,admin,2026-01-25 00:16:21,813,809
,,,,1,1,0,,0,,,1,1,人民数据管理（北京）有限公司,,2021-12-16 10:28:49,,,,all,2,,1452570030065696770,,2,0.0,1452570323880886273,,2021-12-16,,,2021-12-17,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639621727369_微信截图_20211216102746.png,1471306284800147457,软件信息服务,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639621721963_微信截图_20211216102746.png,,地理编码,地理编码,,30,,,0,,,企业服务,,,rmsj,2026-01-25 00:16:21,794,792
,,,,1,1,0,,0,,,1,5,合肥市大数据资产运营有限公司,,2021-12-16 10:32:24,,,,,,,"1452570182818054145,1452570030065696770",,,,"1452570235813085186,1452570512343547905,1452570435235463169",,,,,,0,3,0,长期有效,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639621663030_量子双创.png,1471307188395835394,"科学研究,软件信息服务",,0,,存算资源服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639621655884_量子双创.png,true,量子计算创新创业平台,量子计算创新创业平台是国内首个以“量子计算”为主要特色的双创平台，具有完全自主知识产权，支持适配超导和半导量子芯片接入。该平台面向多行业用户提供量子算法开发、量子计算应用、量子计算科普教育等方案，为广大创新创业者提供优质的量子计算学习、量子算法仿真开发、量子计算应用推广和交流平台，推进量子科技产业持续发展。,,,,,0,1,,"人工智能,城市管理,教育科研",,,admin,2026-01-25 00:16:20,830,824
,,,,1,1,0,,0,,,1,1,人民数据管理（北京）有限公司,,2021-12-16 10:34:48,,,,all,2,,1452570030065696770,,2,0.0,1452570323880886273,,2021-12-16,,,2021-12-17,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639622075760_微信截图_20211216103358.png,1471307791905849345,软件信息服务,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639622069957_微信截图_20211216103358.png,,全国天气预报查询 LBS,全国天气预报查询 LBS,,30,,,0,,,企业服务,,,dearfeng,2026-01-25 00:16:20,796,792
,,,,1,1,0,,0,,,1,1,人民数据管理（北京）有限公司,,2021-12-16 10:35:44,,,,all,2,,1452570030065696770,,2,0.0,1452570323880886273,,2021-12-15,,,2021-12-16,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639622142951_微信截图_20211216103536.png,1471308028321988609,软件信息服务,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639622139923_微信截图_20211216103536.png,,身份证号码信息查询,身份证号码信息查询,,30,,,0,,,企业服务,,,rmsj,2026-01-25 00:16:20,809,807
,,,,1,1,0,,0,,,1,1,人民数据管理（北京）有限公司,,2021-12-16 10:39:28,,,,all,2,,1452570030065696770,,2,0.0,1452570323880886273,,2021-12-16,,,2021-12-17,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639622360901_微信截图_20211216103849.png,1471308966596182018,软件信息服务,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639622357042_微信截图_20211216103849.png,,车型大全,车型大全,,30,,,0,,,企业服务,,,rmsj,2026-01-25 00:16:19,796,794
,,,,1,1,0,,0,,,1,1,人民数据管理（北京）有限公司,,2021-12-16 10:41:46,,,,all,2,,"1452570030065696770,1452569922729263106",,2,0.0,"1452570323880886273,1452570598934953985",,2021-12-15,,,2021-12-16,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639622504829_微信截图_20211216104135.png,1471309545640820737,"软件信息服务,通信",,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639622499892_微信截图_20211216104135.png,,手机号码归属地查询,手机号码归属地查询,,30,,,0,,,"企业服务,生活服务",,,admin,2026-01-25 00:16:19,846,842
,,,,1,1,0,,0,,,1,5,合肥市大数据资产运营有限公司,,2021-12-16 10:46:05,,,,,,,"1452570030065696770,1452570182818054145,1452569922729263106,1452570067478888449",,,,"1452570235813085186,1452570323880886273,1452570435235463169,1452570512343547905,1452570598934953985",,,,,,0,3,0,长期有效,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639622156846_超乎明月.png,1471310632573730818,"科学研究,软件信息服务,通信,金融",,0,,存算资源服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639622147646_超乎明月.png,true,合肥先进计算中心,"合肥先进计算中心系统建设规模为双精度计算峰值12 PFlops、整数计算峰值256 Pops、数据总存储容量15 PB。中心采用国际领先的E级超算系统设计技术路线，突破了先进计算、低延迟通信、高密度制冷、高效率编程等核心关键技术，采用国际领先的浸没式液体相变冷却架构，将国产众核加速器、国产人工智能芯片与通用X86体系架构相结合，是全国第一套E级超算系统和智能超算系统的融合落地项目，综合算力在长三角地区排名前三。
",,,,,0,1,,"人工智能,企业服务,城市管理,教育科研,生活服务",,,admin,2026-01-25 00:16:19,869,867
,,,,1,1,0,,0,,,1,1,人民数据管理（北京）有限公司,,2021-12-16 10:52:01,,,,all,2,,1452570030065696770,,2,0.0,1452570323880886273,,2021-12-16,,,2021-12-17,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639623119693_微信截图_20211216105119.png,1471312127046189058,软件信息服务,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639623116183_微信截图_20211216105119.png,,企业投融资事件查询,企业投融资事件查询,,30,,,0,,,企业服务,,,rmsj,2026-01-25 00:16:18,793,791
,,,,1,1,0,,0,,,1,1,人民数据管理（北京）有限公司,,2021-12-16 10:59:39,,,,all,2,,1452570030065696770,,2,0.0,1452570323880886273,,2021-12-15,,,2021-12-16,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639623577500_微信截图_20211216104929.png,1471314045848121346,软件信息服务,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639623573836_微信截图_20211216104929.png,,企业统计信息查询,企业统计信息查询,,30,,,0,,,企业服务,,,rmsj,2026-01-25 00:16:18,795,793
,,,,1,1,0,,0,,,1,1,人民数据管理（北京）有限公司,,2021-12-16 11:03:33,,,,all,2,,1452570030065696770,,2,0.0,1452570323880886273,,2021-12-16,,,2021-12-17,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639623812229_微信截图_20211216110236.png,1471315028263170050,软件信息服务,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639623807428_微信截图_20211216110236.png,,法院公告信息查询,法院公告信息查询,,30,,,0,,,企业服务,,,rmsj,2026-01-25 00:16:18,797,795
,,,,1,1,0,,0,,,1,1,人民数据管理（北京）有限公司,,2021-12-16 11:16:29,,,,all,2,,1452570030065696770,,2,0.0,1452570323880886273,,2021-12-16,,,2021-12-17,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639624588757_微信截图_20211216111616.png,1471318283043074049,软件信息服务,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639624584944_微信截图_20211216111616.png,,招投标信息查询,招投标信息查询,,30,,,0,,,企业服务,,,rmsj,2026-01-25 00:16:17,800,798
,,,,1,1,0,,0,,,1,1,人民数据管理（北京）有限公司,,2021-12-16 11:19:48,,,,all,2,,1452570030065696770,,2,0.0,1452570323880886273,,2021-12-15,,,2021-12-16,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639624786399_微信截图_20211216111938.png,1471319116342226946,软件信息服务,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639624782464_微信截图_20211216111938.png,,裁判文书,裁判文书,,30,,,0,,,企业服务,,,rmsj,2026-01-25 00:16:17,802,800
,,,,1,1,0,,0,,,1,1,人民数据管理（北京）有限公司,,2021-12-16 11:50:17,,,,all,2,,1452570030065696770,,2,0.0,1452570323880886273,,2021-12-16,,,2021-12-17,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639626615631_微信截图_20211216115003.png,1471326787871043586,软件信息服务,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639626611035_微信截图_20211216115003.png,,海关进出口信息查询 ,海关进出口信息查询,,30,,,0,,,企业服务,,,rmsj,2026-01-25 00:16:17,801,799
,,,,1,1,0,,0,,,1,1,人民数据管理（北京）有限公司,,2021-12-16 11:53:06,,,,all,2,,1452570030065696770,,2,0.0,1452570323880886273,,2021-12-15,,,2021-12-16,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639626785007_微信截图_20211216115259.png,1471327498440667138,软件信息服务,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639626781456_微信截图_20211216115259.png,,税收违法列表 ,税收违法列表 ,,30,,,0,,,企业服务,,,rmsj,2026-01-25 00:16:16,802,800
,,,,1,1,1,,0,,,1,1,人民数据管理（北京）有限公司,,2021-12-16 11:54:29,,,,all,2,,1452570030065696770,,2,0.0,1452570323880886273,,2021-12-16,,,2021-12-17,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639626868381_微信截图_20211216115421.png,1471327847243182082,软件信息服务,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639626863296_微信截图_20211216115421.png,,专利信息查询,专利信息查询,,30,,,0,,,企业服务,,,admin,2026-01-25 00:16:16,804,801
,,,,1,1,0,,0,,,1,1,人民数据管理（北京）有限公司,,2021-12-16 11:57:22,,,,all,2,,1452570030065696770,,2,0.0,1452570323880886273,,2021-12-15,,,2021-12-16,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639627040382_微信截图_20211216115715.png,1471328570265694210,软件信息服务,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639627036959_微信截图_20211216115715.png,,版权信息查询,版权信息查询,,30,,,0,,,企业服务,,,rmsj,2026-01-25 00:16:16,795,793
,,,,1,1,0,,0,,,1,1,人民数据管理（北京）有限公司,,2021-12-16 11:58:17,,,,all,2,,1452570030065696770,,2,0.0,1452570323880886273,,2021-12-16,,,2021-12-17,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639627095817_微信截图_20211216115807.png,1471328802063904770,软件信息服务,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639627090754_微信截图_20211216115807.png,,资质认证信息查询 ,资质认证信息查询 ,,30,,,0,,,企业服务,,,rmsj,2026-01-25 00:16:15,803,801
,,,,1,1,0,,0,,,1,1,人民数据管理（北京）有限公司,,2021-12-16 12:01:15,,,,all,2,,1452570030065696770,,2,0.0,1452570323880886273,,2021-12-15,,,2021-12-16,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639627273682_微信截图_20211216120108.png,1471329547467223042,软件信息服务,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639627270687_微信截图_20211216120108.png,,用户异步订单状态查询,用户异步订单状态查询,,30,,,0,,,企业服务,,,rmsj,2026-01-25 00:16:15,805,803
,,,,1,1,0,,0,,,1,5,,,2021-12-17 00:06:36,,,,,,,1452570030065696770,,,,"1452570323880886273,1452570598934953985,1452570473806282754",,,,,,0,0,0,长期有效,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639670774796_京东.png,1471512090062184449,软件信息服务,,0,,数据应用程序,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639670770945_京东.png,true,京东城市数镜,"【产品名称】京东城市数镜
【供方名称】上海京东智联信息技术有限公司
【应用板块】城市计算
【数据主题】地块指标信息
【产品类型】数据服务
【产品描述】基于京东多角度数据通过时空分析对地块计算各类有关消费、产业、人口的指标
【关键词】选址、地块分析",,,,,0,1,,"企业服务,广告营销,生活服务",,,jdkj,2026-01-25 00:16:15,819,817
,,,,1,1,0,,0,,,1,5,,,2021-12-17 00:34:03,,,,,,,1452570030065696770,,,,1452570323880886273,,,,,,0,3,0,长期有效,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639672403570_蚂蚁1.png,1471518998013763585,软件信息服务,,0,,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639672400175_蚂蚁1.png,true,人才服务数据产品,"人才服务数据产品：通过蚂蚁链隐私计算技术连接外部人社数据源和政府本地教育数据，形成对人才全生命周期的学籍学历和工作履历的精准画像，服务于企业招聘，人才背调，人才推送等；
",,,,,0,1,,企业服务,,,mykj,2026-01-25 00:16:14,832,830
,,,,1,1,0,,0,,,1,5,,,2021-12-17 00:35:19,,,,,,,1452570182818054145,,,,"1452570598934953985,1452570323880886273",,,,,,0,0,0,长期有效,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639672516025_蚂蚁2.png,1471519314000044034,科学研究,,0,,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1639672511651_蚂蚁2.png,true,知识产权核验服务,"通过蚂蚁链隐私计算技术链接外部官方知识产权数据，对企业知识产权确权、知识产权融资等提供数据服务；
",,,,,0,1,,"企业服务,生活服务",,,mykj,2026-01-25 00:16:13,831,829
,,,,通过,1,0,,0,,,1,5,安徽辰图大数据科技有限公司,,2021-12-27 15:30:53,,,,,,,1452570030065696770,,,,1452570323880886273,,,,,,0,4,0,长期有效,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1640590239081_4.png,1475368571236253698,软件信息服务,,0,,数据咨询服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1640590234366_辰图LOGO小.png,true,数据安全治理体系建设,自国家数据安全法正式实施，数据安全保护工作成为各单位又一项新的重点，但数据安全工作区别于传统的网络安全，导致数据安全工作难以开展。通过数据安全治理体系建设服务，帮助单位快速建立起数据安全治理框架，满足合规要求。,,,,,0,1,,企业服务,,,admin,2026-01-25 00:16:13,797,793
,,,,通过,1,0,,0,,,1,5,安徽辰图大数据科技有限公司,,2021-12-27 15:32:43,,,,,,,1452570030065696770,,,,1452570323880886273,,,,,,0,4,0,长期有效,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1640590355203_1.png,1475369031473037313,软件信息服务,,0,,数据咨询服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1640590350476_辰图LOGO小.png,true,数据安全能力成熟度评估,通过数据安全能力成熟度模型对单位进行数据安全能力成熟度评估。从数据生命周期出发，通过对组织建设、制度流程、技术工具、人员能力进行评估，定义当前组织部所处的数据安全能力成熟度等级，根据通用要求，与数据生命周期要求提出下阶段组织部数据安全工作的重点。,,,,,0,1,,企业服务,,,admin,2026-01-25 00:16:12,798,794
,,,,通过,1,0,,0,,,1,5,安徽辰图大数据科技有限公司,,2021-12-27 16:08:45,,,,,,,1452570030065696770,,,,1452570323880886273,,,,,,0,4,0,长期有效,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1640592167353_5.png,1475378101932261378,软件信息服务,,0,,数据咨询服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1640592129615_辰图LOGO小.png,true,数据安全检查,依据国家法律法规、国家标准规范对数据进行安全检查,,,,,0,1,,企业服务,,,admin,2026-01-25 00:16:12,796,792
,,,,通过,1,0,,0,,,1,5,安徽辰图大数据科技有限公司,,2021-12-27 17:29:20,,,,,,,1452570030065696770,,,,1452570323880886273,,,,,,0,4,0,长期有效,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1640597349993_6.png,1475398381559873538,软件信息服务,,0,,数据咨询服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1640597309979_辰图LOGO小.png,true,数据安全风险评估,提供以数据为核心的数据安全风险评估服务,,,,,0,1,,企业服务,,,admin,2026-01-25 00:16:12,806,802
,,,,通过,1,0,,0,,,1,5,安徽辰图大数据科技有限公司,,2021-12-28 08:43:28,,,,,,,1452570030065696770,,,,1452570323880886273,,,,,,0,3,0,长期有效,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1640652197894_7.jpg,1475628428631736321,软件信息服务,,0,,数据安全工具,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1640652133084_辰图LOGO小.png,true,数据安全协同运营平台,“数据安全协同运营平台”是市场上一款为数不多的数据安全管家。该产品从安全协同、安全运营、安全分析三个维度提供了数据安全解决方案，该产品可以跟其他安全产品一起构建数据安全整体防护体系。,,,,,0,1,,企业服务,,,admin,2026-01-25 00:16:11,820,814
,,,,1,1,0,,0,,,1,1,合肥市大数据资产运营有限公司,,2022-01-07 15:10:35,,,,ah,2,,"1452570030065696770,1469503280247799809",,2,0.0,"1452570554785710082,1452570235813085186,1452570323880886273",,2017-01-01,,,2021-12-31,0,,0,,,100,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1641539433622_微信截图_20220107151013.png,1479349730844733442,"公共数据,软件信息服务",,0,,数据集,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1641539429406_微信截图_20220107151013.png,,合肥市大数据企业认定名单,2017年-2021年合肥市大数据企业认定名单,,30,,,0,,,"人工智能,企业服务,金融服务",,,hfdsj,2026-01-25 00:16:11,860,854
,,,,通过,1,0,,0,2022-01-12 10:19:46,,1,6,北京知道创宇信息技术股份有限公司,,2022-01-12 10:23:42,,,,all,2,,1452570030065696770,,2,,1452570323880886273,,,3,https://defense.yunaq.com/kangdbao/,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1641954216039_图片 1.png,1481089470430310402,软件信息服务,,0,1,数据安全服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1641354256671_品牌色竖排（920*460）.png,,抗D保-DDoS流量清洗服务,知道创宇DDoS流量清洗服务专注于特大流量DDoS攻击防御，防护能力超过4T，使用腾讯宙斯盾流量清洗设备和知道创宇祝融智能攻击识别引擎，保障您的业务不中断。,,,,,0,,,企业服务,,,admin,2026-01-25 00:16:10,791,787
,,,,通过,1,0,,0,2022-01-12 10:25:05,,1,6,北京知道创宇信息技术股份有限公司,,2022-01-12 10:25:46,,,,all,2,,1452570030065696770,,2,,1452570323880886273,,,3,https://defense.yunaq.com/jsl/,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1641954343283_图片 1.png,1481089990909882369,软件信息服务,,0,1,数据安全服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1641354256671_品牌色竖排（920*460）.png,,加速乐-内容分发服务,知道创宇云防御CDN（ContentDeliveryNetwork）提供低成本，高可用的安全内容分发服务，通过将站点内容缓存至全球加速节点，使用户就近获取资源，大大提高网站访问速度，解决因地域、带宽和服务器性能造成的访问瓶颈，同时提供安全检测和流量清洗服务，真正做到安全加速。,,,,,0,,,企业服务,,,admin,2026-01-25 00:16:10,786,782
,,,,通过,1,0,,0,2022-01-12 10:26:48,,1,6,北京知道创宇信息技术股份有限公司,,2022-01-12 10:28:23,,,,all,2,,1452570030065696770,,2,,1452570323880886273,,,3,https://www.scanv.com/,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1641954497599_图片 1.png,1481090652003495937,软件信息服务,,0,1,数据安全服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1641354256671_品牌色竖排（920*460）.png,,ScanV-Max,基于AI+大数据的下一代网络安全治理监测平台,,,,,0,,,企业服务,,,admin,2026-01-25 00:16:09,789,785
,,,,通过,1,0,,0,2022-01-12 10:32:33,,1,6,北京知道创宇信息技术股份有限公司,,2022-01-12 10:33:50,,,,all,2,,1452570030065696770,,2,,1452570323880886273,,,3,https://hjws.yunaq.com/,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1641954826430_图片 1.png,1481092019665367041,软件信息服务,,0,1,数据安全服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/authentication/1641354256671_品牌色竖排（920*460）.png,,护架卫士,产品不下架，用户增长快-智能引擎+人工专家 审核，精准拦截违规内容，为平台稳定运营保驾护航。,,,,,0,,,企业服务,,,admin,2026-01-25 00:16:09,801,797
,,,,通过,1,1,,0,2021-12-01 09:00:00,,1,6,,,2022-01-17 18:02:05,,,,all,2,,1452570182818054145,,2,0.0,"1452570512343547905,1452570598934953985",,,0,https://www.biaozhuncha.com/api/media/fenxiang.png,,0,,4,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1642413515187_微信图片_20220117163923.jpg,1483016768943419394,科学研究,,0,,数据应用程序,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1642413502748_微信图片_20220106175700.jpg,,标准查APP,标准查是由北京慧制科技有限公司研发，是国内首创集标准规范与产品智能查询为一体的一款APP。,,,,,0,,,"教育科研,生活服务",,,admin,2026-01-25 00:16:09,833,826
,,,,通过,1,1,,0,2021-12-31 11:49:09,,1,3,飞友科技有限公司,,2022-02-10 11:50:46,,,,all,2,,1452570128480845825,,2,,"1452570279287046145,1452570435235463169",,,0,http://www.variflight.com/,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1644465023269_民航战略趋势报告.png,1491620629467754498,交通运输,,0,1,数据咨询服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1644465019889_民航战略趋势报告.png,,民航战略趋势预测报告,说明结合全球、国家、地区的宏观发展政策，考虑民航行业发展趋势等主客观因素的综合影响作用，选取经典预测算法，融合各类大数据，定量预测行业长期、中期和短期的发展趋势，为战略规划部门制定发展策略提供依据。 ,,30,,,0,,,"交通运输,城市管理",,,admin,2026-01-25 00:16:08,808,805
,,,,通过,1,3,,0,2022-02-09 11:51:40,,1,6,飞友科技有限公司,,2022-02-10 11:52:09,,,,all,2,,1452570128480845825,,2,,"1452570279287046145,1452570435235463169",,,3,http://www.variflight.com/,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1644465127048_智慧机场.png,1491620979083964417,交通运输,,0,1,数据应用程序,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1644465123503_智慧机场.png,,智慧机场运行解决方案自主研发的智慧机场协同决策系统（A-CDM）,通过对大数据的收集、分析与智能决策，利用云计算、物联网、大数据和人工智能实现航班运行的精益管理，减少延误时间，提高航班准点率，帮助实现智慧机场的更高效运行。,,,,,0,,,"交通运输,城市管理",,,admin,2026-01-25 00:16:08,814,809
,,,,通过,1,0,,0,,,1,5,飞友科技有限公司,,2022-02-10 11:56:31,,,,,,,1452570128480845825,,,,1452570279287046145,,,,,,0,3,0,长期有效,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1644465385625_飞常准APP.png,1491622078780141570,交通运输,,0,,数据应用程序,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1644465382401_飞常准APP.png,true,飞常准APP,覆盖旅客全生命周期的出行管理服务,,,,,0,1,,交通运输,,,fykj,2026-01-25 00:16:08,855,853
,,,,通过,1,1,,0,,,1,1,飞友科技有限公司,,2022-02-14 09:15:06,,,,all,2,,1452570128480845825,,2,0.0,1452570279287046145,,2022-02-01,,,2022-02-14,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1644807007579_航班.png,1493031007598673922,交通运输,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1644807002864_航班.png,,全球航班动态数据,全球航班动态数据,,30,,,0,,,交通运输,,,fykj,2026-01-25 00:16:07,813,808
,,,,通过,1,0,,0,,,1,1,飞友科技有限公司,,2022-02-14 10:51:33,,,,all,2,,1452570128480845825,,2,0.0,1452570279287046145,,2022-02-01,,,2022-02-14,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1644807092108_微信截图_20220214105014.png,1493055280828645378,交通运输,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1644807087080_微信截图_20220214105014.png,,全球未来航班时刻表数据,全球未来航班时刻表数据,,30,,,0,,,交通运输,,,fykj,2026-01-25 00:16:07,798,796
,,,,通过,1,0,,1,,,1,1,飞友科技有限公司,,2022-02-14 11:05:46,,,,all,2,,1452570128480845825,,2,0.0,1452570279287046145,,2022-02-01,,,2022-02-14,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1644807940919_航班.png,1493058858058252289,交通运输,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1644807934870_航班.png,,航班航变数据,航班航变数据,,30,,,0,,,交通运输,,,wangbiao,2026-01-25 00:16:07,805,802
,,,,通过,1,0,,0,,,1,1,飞友科技有限公司,,2022-02-14 11:09:40,,,,all,2,,1452570128480845825,,2,0.0,1452570279287046145,,2022-02-01,,,2022-02-14,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1644808174670_微信截图_20220214110945.png,1493059838816550914,交通运输,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1644808170842_微信截图_20220214110945.png,,机场运行数据,机场运行数据,,30,,,0,,,交通运输,,,fykj,2026-01-25 00:16:06,822,820
,,,,通过,1,0,,1,,,1,1,飞友科技有限公司,,2022-02-14 11:11:40,,,,all,2,,1452570128480845825,,2,0.0,1452570279287046145,,2022-02-01,,,2022-02-14,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1644808298990_微信截图_20220214111148.png,1493060342502129666,交通运输,,0,1,API,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1644808295370_微信截图_20220214111148.png,,航班延误数据,航班延误数据,,30,,,0,,,交通运输,,,wangbiao,2026-01-25 00:16:06,834,831
,,,,通过,1,0,,0,2022-02-14 11:12:52,,1,3,飞友科技有限公司,,2022-02-14 11:13:50,,,,all,2,,1452570128480845825,,2,,1452570279287046145,,,2,http://www.variflight.com/,,0,,0,,,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1644808424605_民航战略趋势报告.png,1493060886541107202,交通运输,,0,1,数据咨询服务,,http://www.bigdatadex.com.cn/oss/bdup.prod/commodity/1644808427847_民航战略趋势报告.png,,航班运行数据报告,航班运行数据报告,,30,,,0,,,交通运输,,,fykj,2026-01-25 00:16:06,823,821
